animal_id_outcome,outcome_type
A690311,Transfer
A690312,Transfer
A690315,Transfer
A690316,Adoption
A690317,Transfer
A690318,Died
A690319,Rto-Adopt
A690320,Adoption
A690321,Missing
A690322,Adoption
A690323,Adoption
A690324,Return to Owner
A690325,Transfer
A690326,Died
A690327,Transfer
A690328,Transfer
A690329,Adoption
A690332,Adoption
A690333,Transfer
A690334,Adoption
A690335,Missing
A690336,Return to Owner
A690342,Adoption
A690343,Transfer
A690344,Adoption
A690344,Adoption
A690344,Rto-Adopt
A690345,Adoption
A690347,Transfer
A690347,Relocate
A690348,Transfer
A690349,Return to Owner
A690349,Return to Owner
A690350,Return to Owner
A690351,Adoption
A690352,Relocate
A690354,Transfer
A690356,Adoption
A690358,Euthanasia
A690359,Missing
A690361,Missing
A690362,Transfer
A690363,Died
A690364,Transfer
A690365,Missing
A690366,Relocate
A690367,Adoption
A690368,Adoption
A690370,Transfer
A690370,Return to Owner
A690371,Missing
A690372,Adoption
A690373,Transfer
A690374,Missing
A690375,Adoption
A690376,Transfer
A690377,Adoption
A690378,Adoption
A690379,Return to Owner
A690380,Adoption
A690381,Adoption
A690384,Missing
A690385,Return to Owner
A690386,Euthanasia
A690387,Transfer
A690388,Return to Owner
A690389,Transfer
A690390,Transfer
A690391,Relocate
A690392,Euthanasia
A690393,Euthanasia
A690400,Return to Owner
A690401,Euthanasia
A690402,Euthanasia
A690404,Return to Owner
A690405,Euthanasia
A690406,Euthanasia
A690407,Return to Owner
A690408,Transfer
A690409,Return to Owner
A690411,Transfer
A690413,Adoption
A690413,Adoption
A690415,Adoption
A690416,Relocate
A690417,Euthanasia
A690419,Missing
A690420,Return to Owner
A690421,Return to Owner
A690422,Adoption
A690423,Euthanasia
A690424,Transfer
A690425,Transfer
A690426,Transfer
A690427,Return to Owner
A690428,Transfer
A690429,Missing
A690430,Adoption
A690431,Adoption
A690431,Died
A690432,Adoption
A690432,Adoption
A690433,Adoption
A690434,Return to Owner
A690435,Euthanasia
A690435,Adoption
A690437,Return to Owner
A690440,Transfer
A690443,Transfer
A690444,Transfer
A690446,Euthanasia
A690447,Euthanasia
A690448,Rto-Adopt
A690449,Transfer
A690451,Transfer
A690452,Transfer
A690453,Rto-Adopt
A690456,Euthanasia
A690458,Died
A690459,Adoption
A690460,Transfer
A690461,Transfer
A690462,Euthanasia
A690463,Return to Owner
A690464,Transfer
A690466,Relocate
A690469,Relocate
A690470,Missing
A690472,Transfer
A690473,Euthanasia
A690474,Transfer
A690476,Transfer
A690477,Transfer
A690478,Transfer
A690480,Transfer
A690481,Transfer
A690482,Relocate
A690483,Missing
A690484,Adoption
A690484,Adoption
A690485,Adoption
A690488,Transfer
A690489,Adoption
A690490,Adoption
A690492,Transfer
A690493,Transfer
A690494,Died
A690497,Adoption
A690499,Rto-Adopt
A690501,Euthanasia
A690502,Transfer
A690507,Transfer
A690512,Transfer
A690516,Euthanasia
A690517,Transfer
A690518,Transfer
A690519,Transfer
A690521,Euthanasia
A690523,Euthanasia
A690524,Adoption
A690525,Euthanasia
A690526,Return to Owner
A690527,Died
A690527,Transfer
A690528,Euthanasia
A690529,Return to Owner
A690530,Return to Owner
A690531,Transfer
A690531,Adoption
A690532,Missing
A690532,Adoption
A690533,Transfer
A690533,Adoption
A690534,Transfer
A690535,Transfer
A690536,Adoption
A690537,Adoption
A690538,Adoption
A690539,Transfer
A690540,Transfer
A690541,Rto-Adopt
A690542,Adoption
A690543,Transfer
A690543,Missing
A690543,Return to Owner
A690543,Return to Owner
A690543,Adoption
A690543,Died
A690544,Transfer
A690545,Adoption
A690546,Adoption
A690547,Euthanasia
A690550,Died
A690551,Transfer
A690552,Transfer
A690554,Missing
A690555,Transfer
A690556,Transfer
A690557,Died
A690558,Transfer
A690560,Return to Owner
A690561,Relocate
A690562,Adoption
A690563,Transfer
A690564,Relocate
A690565,Transfer
A690566,Transfer
A690567,Transfer
A690569,Transfer
A690571,Euthanasia
A690572,Missing
A690574,Return to Owner
A690574,Return to Owner
A690575,Euthanasia
A690576,Transfer
A690578,Transfer
A690579,Return to Owner
A690580,Adoption
A690582,Transfer
A690583,Euthanasia
A690584,Adoption
A690585,Adoption
A690586,Adoption
A690588,Return to Owner
A690590,Euthanasia
A690591,Transfer
A690592,Missing
A690593,Transfer
A690594,Return to Owner
A690595,Return to Owner
A690600,Transfer
A690603,Adoption
A690604,Adoption
A690605,Rto-Adopt
A690607,Transfer
A690608,Transfer
A690609,Adoption
A690610,Adoption
A690611,Relocate
A690612,Transfer
A690614,Transfer
A690615,Return to Owner
A690616,Transfer
A690618,Euthanasia
A690624,Adoption
A690625,Transfer
A690626,Transfer
A690628,Transfer
A690632,Rto-Adopt
A690633,Adoption
A690638,Missing
A690639,Relocate
A690640,Adoption
A690641,Rto-Adopt
A690642,Transfer
A690643,Died
A690644,Adoption
A690648,Transfer
A690652,Adoption
A690654,Died
A690654,Return to Owner
A690655,Adoption
A690656,Return to Owner
A690657,Return to Owner
A690657,Return to Owner
A690658,Transfer
A690659,Relocate
A690660,Transfer
A690661,Transfer
A690664,Adoption
A690665,Adoption
A690666,Transfer
A690667,Transfer
A690668,Rto-Adopt
A690669,Missing
A690670,Return to Owner
A690670,Return to Owner
A690672,Transfer
A690676,Adoption
A690683,Adoption
A690684,Died
A690686,Relocate
A690687,Died
A690688,Transfer
A690690,Return to Owner
A690691,Transfer
A690692,Rto-Adopt
A690694,Return to Owner
A690696,Euthanasia
A690698,Transfer
A690699,Missing
A690703,Adoption
A690705,Euthanasia
A690706,Return to Owner
A690707,Rto-Adopt
A690707,Adoption
A690710,Return to Owner
A690711,Rto-Adopt
A690714,Return to Owner
A690720,Transfer
A690721,Adoption
A690722,Adoption
A690723,Died
A690724,Adoption
A690725,Rto-Adopt
A690725,Died
A690726,Missing
A690728,Missing
A690729,Euthanasia
A690730,Return to Owner
A690731,Adoption
A690732,Adoption
A690733,Relocate
A690733,Return to Owner
A690733,Return to Owner
A690734,Transfer
A690735,Rto-Adopt
A690736,Transfer
A690737,Euthanasia
A690738,Transfer
A690739,Adoption
A690740,Adoption
A690742,Return to Owner
A690743,Transfer
A690743,Adoption
A690744,Transfer
A690745,Transfer
A690746,Relocate
A690749,Transfer
A690750,Transfer
A690751,Transfer
A690753,Return to Owner
A690754,Relocate
A690755,Transfer
A690756,Adoption
A690757,Euthanasia
A690760,Relocate
A690761,Relocate
A690762,Adoption
A690763,Euthanasia
A690764,Return to Owner
A690765,Euthanasia
A690766,Adoption
A690766,Adoption
A690767,Relocate
A690767,Adoption
A690767,Adoption
A690770,Missing
A690772,Transfer
A690773,Transfer
A690774,Transfer
A690775,Died
A690776,Rto-Adopt
A690777,Return to Owner
A690778,Return to Owner
A690779,Euthanasia
A690781,Return to Owner
A690782,Return to Owner
A690783,Missing
A690784,Missing
A690786,Euthanasia
A690789,Missing
A690790,Euthanasia
A690791,Transfer
A690792,Missing
A690793,Transfer
A690794,Euthanasia
A690795,Relocate
A690796,Transfer
A690797,Euthanasia
A690798,Euthanasia
A690799,Euthanasia
A690800,Adoption
A690801,Euthanasia
A690802,Transfer
A690803,Transfer
A690804,Transfer
A690806,Transfer
A690807,Transfer
A690808,Transfer
A690809,Adoption
A690810,Transfer
A690811,Transfer
A690812,Transfer
A690813,Return to Owner
A690813,Return to Owner
A690814,Relocate
A690815,Adoption
A690816,Adoption
A690817,Transfer
A690818,Adoption
A690820,Euthanasia
A690821,Died
A690821,Relocate
A690822,Adoption
A690822,Missing
A690824,Relocate
A690832,Rto-Adopt
A690833,Euthanasia
A690835,Adoption
A690836,Adoption
A690837,Transfer
A690838,Transfer
A690839,Adoption
A690840,Rto-Adopt
A690841,Transfer
A690842,Euthanasia
A690843,Euthanasia
A690844,Return to Owner
A690845,Euthanasia
A690845,Adoption
A690846,Died
A690848,Adoption
A690849,Relocate
A690850,Transfer
A690851,Missing
A690852,Died
A690853,Transfer
A690854,Return to Owner
A690855,Adoption
A690858,Transfer
A690859,Died
A690862,Return to Owner
A690863,Relocate
A690863,Rto-Adopt
A690865,Rto-Adopt
A690866,Rto-Adopt
A690869,Adoption
A690871,Transfer
A690872,Return to Owner
A690872,Relocate
A690872,Rto-Adopt
A690873,Died
A690874,Died
A690875,Died
A690875,Adoption
A690876,Adoption
A690877,Adoption
A690878,Died
A690878,Adoption
A690879,Euthanasia
A690881,Relocate
A690884,Euthanasia
A690885,Adoption
A690886,Adoption
A690887,Relocate
A690891,Transfer
A690892,Relocate
A690893,Return to Owner
A690894,Transfer
A690895,Adoption
A690897,Return to Owner
A690898,Transfer
A690899,Adoption
A690900,Adoption
A690901,Adoption
A690902,Adoption
A690903,Rto-Adopt
A690904,Adoption
A690905,Adoption
A690906,Relocate
A690909,Euthanasia
A690910,Return to Owner
A690913,Transfer
A690914,Return to Owner
A690919,Transfer
A690920,Transfer
A690921,Transfer
A690923,Adoption
A690925,Return to Owner
A690925,Rto-Adopt
A690926,Return to Owner
A690926,Return to Owner
A690927,Euthanasia
A690930,Adoption
A690932,Transfer
A690933,Adoption
A690934,Transfer
A690935,Relocate
A690936,Transfer
A690937,Transfer
A690939,Adoption
A690940,Adoption
A690941,Rto-Adopt
A690942,Transfer
A690944,Return to Owner
A690947,Return to Owner
A690950,Adoption
A690951,Return to Owner
A690952,Died
A690953,Transfer
A690954,Transfer
A690960,Relocate
A690961,Adoption
A690962,Transfer
A690963,Transfer
A690968,Relocate
A690969,Euthanasia
A690971,Adoption
A690977,Adoption
A690978,Euthanasia
A690985,Adoption
A690986,Euthanasia
A690987,Adoption
A690988,Died
A690989,Euthanasia
A690990,Euthanasia
A690992,Adoption
A690993,Adoption
A690994,Adoption
A690995,Missing
A690996,Return to Owner
A690998,Return to Owner
A690998,Return to Owner
A691000,Return to Owner
A691000,Return to Owner
A691001,Adoption
A691012,Euthanasia
A691012,Return to Owner
A691013,Died
A691014,Transfer
A691015,Euthanasia
A691017,Died
A691019,Relocate
A691020,Euthanasia
A691021,Adoption
A691022,Adoption
A691023,Relocate
A691024,Transfer
A691025,Adoption
A691026,Rto-Adopt
A691026,Adoption
A691027,Rto-Adopt
A691029,Adoption
A691030,Transfer
A691031,Transfer
A691032,Return to Owner
A691040,Return to Owner
A691040,Adoption
A691043,Transfer
A691044,Transfer
A691045,Adoption
A691045,Return to Owner
A691046,Return to Owner
A691047,Return to Owner
A691048,Adoption
A691049,Euthanasia
A691050,Relocate
A691053,Adoption
A691053,Adoption
A691059,Transfer
A691059,Return to Owner
A691061,Rto-Adopt
A691062,Relocate
A691062,Rto-Adopt
A691063,Transfer
A691064,Transfer
A691066,Transfer
A691068,Transfer
A691069,Transfer
A691070,Transfer
A691071,Adoption
A691071,Transfer
A691072,Transfer
A691073,Relocate
A691075,Adoption
A691080,Transfer
A691084,Transfer
A691085,Transfer
A691086,Rto-Adopt
A691087,Transfer
A691094,Euthanasia
A691096,Rto-Adopt
A691098,Return to Owner
A691099,Transfer
A691100,Transfer
A691102,Adoption
A691105,Transfer
A691106,Euthanasia
A691108,Euthanasia
A691111,Adoption
A691112,Transfer
A691113,Died
A691114,Adoption
A691118,Adoption
A691120,Euthanasia
A691121,Transfer
A691123,Euthanasia
A691124,Euthanasia
A691125,Euthanasia
A691126,Return to Owner
A691126,Return to Owner
A691127,Return to Owner
A691138,Return to Owner
A691140,Transfer
A691141,Adoption
A691146,Rto-Adopt
A691152,Adoption
A691155,Return to Owner
A691157,Transfer
A691157,Adoption
A691159,Transfer
A691160,Missing
A691163,Transfer
A691169,Transfer
A691170,Adoption
A691171,Relocate
A691172,Adoption
A691173,Adoption
A691174,Adoption
A691175,Adoption
A691176,Euthanasia
A691178,Euthanasia
A691179,Euthanasia
A691180,Transfer
A691181,Rto-Adopt
A691182,Return to Owner
A691183,Adoption
A691183,Adoption
A691184,Adoption
A691187,Return to Owner
A691188,Adoption
A691189,Adoption
A691191,Return to Owner
A691192,Transfer
A691193,Transfer
A691194,Adoption
A691194,Adoption
A691196,Missing
A691197,Return to Owner
A691198,Adoption
A691199,Adoption
A691200,Adoption
A691202,Adoption
A691203,Relocate
A691203,Adoption
A691204,Transfer
A691205,Transfer
A691206,Rto-Adopt
A691207,Transfer
A691208,Adoption
A691209,Euthanasia
A691211,Adoption
A691216,Return to Owner
A691217,Adoption
A691218,Died
A691218,Return to Owner
A691218,Return to Owner
A691218,Return to Owner
A691218,Return to Owner
A691219,Transfer
A691220,Transfer
A691221,Relocate
A691222,Transfer
A691223,Transfer
A691224,Transfer
A691225,Adoption
A691226,Died
A691235,Missing
A691236,Transfer
A691237,Transfer
A691238,Return to Owner
A691239,Adoption
A691240,Euthanasia
A691242,Return to Owner
A691242,Return to Owner
A691243,Adoption
A691244,Adoption
A691246,Rto-Adopt
A691246,Adoption
A691246,Adoption
A691248,Transfer
A691250,Died
A691251,Adoption
A691252,Return to Owner
A691253,Return to Owner
A691254,Died
A691256,Transfer
A691257,Return to Owner
A691258,Transfer
A691259,Euthanasia
A691260,Adoption
A691261,Missing
A691262,Missing
A691263,Transfer
A691264,Transfer
A691265,Died
A691266,Adoption
A691270,Euthanasia
A691271,Transfer
A691271,Return to Owner
A691272,Transfer
A691273,Rto-Adopt
A691274,Rto-Adopt
A691275,Adoption
A691276,Died
A691277,Euthanasia
A691278,Transfer
A691279,Transfer
A691280,Adoption
A691281,Died
A691281,Adoption
A691282,Transfer
A691283,Transfer
A691284,Rto-Adopt
A691285,Adoption
A691286,Transfer
A691287,Died
A691288,Adoption
A691289,Died
A691290,Return to Owner
A691291,Return to Owner
A691292,Euthanasia
A691294,Transfer
A691295,Return to Owner
A691296,Missing
A691297,Relocate
A691298,Euthanasia
A691299,Transfer
A691300,Transfer
A691301,Transfer
A691302,Adoption
A691302,Adoption
A691303,Transfer
A691306,Euthanasia
A691310,Rto-Adopt
A691311,Relocate
A691312,Transfer
A691313,Euthanasia
A691315,Transfer
A691315,Adoption
A691316,Return to Owner
A691320,Euthanasia
A691324,Died
A691326,Transfer
A691328,Transfer
A691329,Return to Owner
A691330,Euthanasia
A691333,Transfer
A691335,Adoption
A691335,Return to Owner
A691336,Euthanasia
A691337,Euthanasia
A691338,Adoption
A691339,Euthanasia
A691342,Rto-Adopt
A691343,Adoption
A691344,Died
A691345,Adoption
A691345,Rto-Adopt
A691348,Transfer
A691350,Transfer
A691355,Euthanasia
A691356,Transfer
A691357,Transfer
A691359,Rto-Adopt
A691360,Transfer
A691361,Transfer
A691363,Adoption
A691370,Transfer
A691373,Adoption
A691374,Return to Owner
A691375,Adoption
A691376,Return to Owner
A691377,Transfer
A691378,Transfer
A691379,Rto-Adopt
A691380,Adoption
A691381,Transfer
A691382,Adoption
A691383,Return to Owner
A691384,Return to Owner
A691385,Return to Owner
A691387,Transfer
A691388,Transfer
A691391,Euthanasia
A691395,Transfer
A691396,Died
A691398,Transfer
A691399,Transfer
A691401,Transfer
A691402,Adoption
A691403,Died
A691405,Euthanasia
A691406,Return to Owner
A691408,Return to Owner
A691409,Return to Owner
A691410,Return to Owner
A691411,Transfer
A691417,Euthanasia
A691418,Died
A691419,Return to Owner
A691420,Adoption
A691421,Return to Owner
A691422,Adoption
A691423,Euthanasia
A691424,Died
A691425,Adoption
A691427,Transfer
A691428,Transfer
A691429,Missing
A691430,Transfer
A691431,Transfer
A691432,Transfer
A691436,Adoption
A691436,Adoption
A691436,Adoption
A691437,Euthanasia
A691438,Transfer
A691439,Transfer
A691441,Adoption
A691442,Relocate
A691443,Rto-Adopt
A691444,Rto-Adopt
A691444,Died
A691445,Transfer
A691447,Transfer
A691448,Transfer
A691450,Rto-Adopt
A691453,Rto-Adopt
A691454,Euthanasia
A691456,Adoption
A691461,Adoption
A691463,Return to Owner
A691464,Rto-Adopt
A691465,Rto-Adopt
A691465,Return to Owner
A691471,Transfer
A691475,Return to Owner
A691476,Adoption
A691477,Relocate
A691478,Adoption
A691479,Rto-Adopt
A691480,Transfer
A691481,Transfer
A691482,Adoption
A691483,Adoption
A691485,Rto-Adopt
A691485,Return to Owner
A691485,Adoption
A691488,Adoption
A691490,Adoption
A691490,Died
A691492,Missing
A691494,Euthanasia
A691496,Adoption
A691498,Adoption
A691498,Adoption
A691499,Euthanasia
A691500,Adoption
A691501,Adoption
A691502,Rto-Adopt
A691503,Adoption
A691504,Missing
A691505,Relocate
A691506,Transfer
A691507,Transfer
A691508,Died
A691513,Died
A691514,Missing
A691515,Transfer
A691516,Transfer
A691517,Transfer
A691518,Transfer
A691519,Transfer
A691520,Transfer
A691521,Transfer
A691522,Transfer
A691523,Relocate
A691524,Died
A691525,Transfer
A691526,Transfer
A691528,Transfer
A691529,Missing
A691531,Rto-Adopt
A691532,Transfer
A691533,Return to Owner
A691535,Return to Owner
A691536,Transfer
A691537,Adoption
A691541,Transfer
A691541,Return to Owner
A691541,Adoption
A691542,Return to Owner
A691542,Relocate
A691543,Transfer
A691544,Transfer
A691545,Died
A691546,Transfer
A691548,Rto-Adopt
A691549,Adoption
A691550,Transfer
A691551,Missing
A691552,Transfer
A691553,Transfer
A691555,Adoption
A691557,Adoption
A691559,Euthanasia
A691561,Rto-Adopt
A691562,Adoption
A691563,Return to Owner
A691564,Transfer
A691567,Adoption
A691568,Return to Owner
A691571,Died
A691573,Transfer
A691573,Return to Owner
A691574,Transfer
A691574,Return to Owner
A691576,Died
A691577,Adoption
A691580,Euthanasia
A691582,Transfer
A691584,Transfer
A691584,Return to Owner
A691584,Adoption
A691586,Transfer
A691587,Euthanasia
A691595,Return to Owner
A691598,Adoption
A691600,Adoption
A691600,Adoption
A691601,Died
A691602,Return to Owner
A691602,Adoption
A691603,Died
A691604,Relocate
A691605,Return to Owner
A691606,Return to Owner
A691607,Transfer
A691609,Transfer
A691610,Transfer
A691613,Euthanasia
A691614,Died
A691615,Relocate
A691616,Adoption
A691617,Adoption
A691618,Adoption
A691619,Missing
A691620,Euthanasia
A691621,Transfer
A691623,Rto-Adopt
A691625,Adoption
A691626,Euthanasia
A691628,Transfer
A691630,Adoption
A691631,Missing
A691632,Rto-Adopt
A691633,Transfer
A691636,Adoption
A691637,Adoption
A691637,Adoption
A691638,Euthanasia
A691640,Transfer
A691641,Transfer
A691642,Missing
A691643,Transfer
A691644,Euthanasia
A691645,Rto-Adopt
A691646,Adoption
A691647,Adoption
A691648,Adoption
A691649,Died
A691649,Adoption
A691650,Return to Owner
A691651,Adoption
A691652,Transfer
A691653,Missing
A691653,Adoption
A691654,Transfer
A691657,Adoption
A691661,Euthanasia
A691664,Missing
A691666,Adoption
A691668,Transfer
A691669,Adoption
A691670,Adoption
A691671,Missing
A691672,Adoption
A691672,Missing
A691674,Rto-Adopt
A691675,Adoption
A691681,Adoption
A691682,Transfer
A691684,Transfer
A691685,Euthanasia
A691686,Transfer
A691687,Adoption
A691688,Adoption
A691689,Relocate
A691690,Transfer
A691691,Died
A691692,Return to Owner
A691693,Euthanasia
A691694,Euthanasia
A691696,Missing
A691697,Transfer
A691698,Adoption
A691699,Rto-Adopt
A691700,Transfer
A691701,Transfer
A691702,Euthanasia
A691703,Return to Owner
A691703,Return to Owner
A691704,Transfer
A691705,Missing
A691706,Died
A691706,Died
A691707,Return to Owner
A691707,Return to Owner
A691707,Rto-Adopt
A691708,Relocate
A691709,Transfer
A691709,Missing
A691710,Relocate
A691711,Transfer
A691712,Transfer
A691713,Rto-Adopt
A691714,Relocate
A691714,Adoption
A691714,Adoption
A691716,Died
A691716,Died
A691717,Return to Owner
A691718,Missing
A691719,Euthanasia
A691719,Adoption
